,A1,A2,A3,A4,A5,A6
2018-03-06,-0.04055755956165412,-0.2442886515404534,0.31380999093169837,1.4066961849152895,-0.27129734389678967,0.27693753735957344
2018-03-07,0.46189308276249835,0.05129478817206792,0.42914361933748085,0.5503020160270673,0.25940237987246034,0.2895866663072521
2018-03-08,-0.17178306519323103,-0.3580306248936599,-0.20740505972987502,0.06849707477211417,-0.008844377263957346,0.7461066155269668
2018-03-09,-0.6812624789950159,0.7460222389720138,-0.7709140146592103,-1.277051577790811,-0.1993107338701246,-0.9033986337518974
2018-03-12,0.29106188682071954,0.0922883387264154,-0.10602152521648774,-2.033579472517909,-1.3820755326006124,-0.5933472764163681
2018-03-13,0.22773517423690065,0.35215161091649,-0.6324023318220524,-1.1415570255817866,-0.7274903644752612,0.16940316341837636
2018-03-14,-0.01666571072839238,-0.13789474554102862,0.0913669703924573,-0.07419921455810341,-0.36299240255243653,-0.10270604575098849
2018-03-15,-0.48973667445756425,-1.0390112940959801,1.0581478531933726,-0.24148307338063424,-0.2943775895338873,-0.9355748279229413
2018-03-16,0.13972912547958583,0.619815504869165,-0.6104996005638335,1.4714877815745573,1.9412609024016207,1.043321938551437
2018-03-19,-0.7571137533772426,0.4770602212206742,-0.667699091688722,0.4467432284826813,0.5826328030924101,0.0016001987490800783
2018-03-20,0.6692553035102087,-0.11255566553562342,0.21856768078807032,0.9834010911667177,0.6855493986917393,0.7046479000794764
2018-03-21,-0.018853803602933424,-0.20419049909859738,0.5365035749626896,-0.7492362124553481,-0.5992181228756902,-1.42814610709399
2018-03-22,0.7768012622767402,0.03494265980922962,-0.05724083523644744,0.2795953049136038,-0.28800417755208624,0.8395710545639304
2018-03-23,0.20555204785969752,-0.6838789503425882,0.48541990914296523,0.07809287849199165,-1.110036492370241,0.3268790755830745
2018-03-26,0.3075778100583527,-0.6234200238112845,0.8908471940017019,0.32735611978182,0.22379711988678214,-0.059953312365446876
2018-03-27,0.04805312245598147,1.3379425476868139,-1.1231318780496293,-0.7235071743848648,0.5281947789151726,-0.3743673713731224
2018-03-28,0.3989884886665807,1.154004863402134,-0.42968502497823213,0.11336321432364346,1.2588580592275955,-0.750037592834167
2018-03-29,-0.3955811462435128,0.5517368621281282,-0.946886529149624,-0.7172943611349548,0.3539059021725351,0.7561634945745022
2018-03-30,0.26970216291113525,0.35295141791914286,-0.5828424703844247,-0.6486151375708058,-0.11550789497261359,0.3989108924356901
2018-04-02,0.6476224301595244,-0.05369679872693568,0.12412450377841552,0.5539582247440537,0.21073297302441038,1.0503933141733655
2018-04-03,0.7068482663303299,-0.04302604858150147,0.22660319121301695,1.489447138158215,0.5738114068356656,0.9992123269674735
2018-04-04,-0.11606169546850227,0.334395483835105,-0.4566230858343328,-1.7978861867545082,-0.44407353756393253,-0.5703124783073739
2018-04-05,0.38380815498048376,-0.33860661185567903,0.5105678833919497,0.17115801899487978,-0.038520215958023386,-0.03931201243112539
2018-04-06,0.7719003941531045,0.44158544758955504,-0.42231354670256716,-1.2354595325647326,-0.42906229349420866,-0.20190697445922995
2018-04-09,0.7525555388406685,-0.1577164339750974,0.5545759044266644,1.278985708479103,1.800508707552287,0.6419190651850782
2018-04-10,0.48772079668634305,-0.27939894765834594,0.3161734556835907,1.2163255951372056,0.20247838443754562,0.7501545508394672
2018-04-11,1.0159166429508721,0.5422144125979761,-0.4874055825219597,-0.5395060071427353,-0.7580660547304432,0.48318230852572763
2018-04-12,0.18220712217006826,0.3621095835726362,-0.20587381009527367,0.09404591926094782,-0.3801445010518778,-0.4234833338928649
2018-04-13,0.13458843611607135,0.3428542693140412,-0.6522994400941723,1.4593700383743038,0.5471302867994444,1.5615232409032955
2018-04-16,1.4371526297820016,0.27800253659506674,0.4710391259853988,0.9135844401968586,1.5083675784830766,0.2708783471846444
2018-04-17,0.4580701277585232,0.30424771603386963,-0.3449002959198625,-1.6283794460667749,-0.2924343586203806,0.15184238445152623
2018-04-18,0.6729465985103293,-0.07064713561849818,-0.06677032340863544,-1.139763834446635,-0.6462394921656176,0.20905144698268271
2018-04-19,0.02258025405827003,-0.07480925177752318,-0.042918031423388264,0.06402630536627432,-0.3771847753801111,0.596005981782535
2018-04-20,-0.2419145472748671,-0.1543400664122353,-0.3788892826213803,-1.8561216531080744,-1.327056302971502,-0.5334991355668106
2018-04-23,0.1908962519298721,0.5981272710049403,-0.49063407380457624,-0.23201870377547967,0.5193154444626518,0.08693778965550544
2018-04-24,0.4494944759787391,0.39613897906366713,-0.3420066598453482,0.39463829187359667,0.5795087425854224,0.7868659041598605
2018-04-25,0.45181791951713596,-0.4584432103233325,0.09303043254082745,1.2491221847951772,0.3592079735731589,1.2628541911512836
2018-04-26,0.129377339246999,-0.22437203572011774,0.08358369556247688,-0.1368162792216148,-0.08318854123451583,0.006754643662254405
2018-04-27,0.606549436084586,0.26598370883359296,-0.056261011846572284,-0.013670597080538482,0.33979787365500635,0.31140433307659976
2018-04-30,0.7823463929565939,0.3206899190603265,0.09134765277017098,-0.13760462045998884,0.39125586365192844,0.007520919368114689
2018-05-01,0.09095635832825426,-0.12849190170992314,0.13972052794590886,-0.061810694727391355,-0.6395286537831983,-0.03984012906777526
2018-05-02,-0.23695475860415496,1.020554797433511,-0.9944548453686717,-0.33837328057433974,0.29508688408631994,0.00666748103057439
2018-05-03,1.2076037205877301,-0.5871475087085656,0.9754887529535473,1.5109280399020366,0.6687725235551377,0.5831286895675318
2018-05-04,0.364821543598707,0.5707235392301108,0.09257382634173746,0.9641779885261141,1.4405094714668083,0.3600309144660049
2018-05-07,0.23318010790552593,-0.09792068840160413,-0.018561504205490766,-1.7831779447280003,-0.9189993216970954,-0.5394876004362835
2018-05-08,0.21797960956762924,0.11409673741703986,0.25722498158028495,-0.4871001657793369,0.15206905826525485,-0.6088653779228179
2018-05-09,-0.007006884635503355,-0.39619097090164507,0.4833386798828421,-0.2213750040899435,-0.5264115955756115,-0.8759760204266129
2018-05-10,-0.14902922934979745,-0.6510095502751915,0.5308504952312404,1.4604933409034364,1.1112787410098246,0.8419234903668954
2018-05-11,0.4166840890734287,0.2080100517182134,-0.5302773064153866,0.5064053326571741,-0.45298878202950954,1.4870099654334903
2018-05-14,1.1685211210811663,0.010448362781826079,0.6119341078345042,0.17307047905062145,0.7662879154935596,0.13542779532725166
2018-05-15,-0.3983744774793322,-0.4634511078581833,0.8675915013992647,-0.12095007086809598,-0.4698699841412695,-1.4263501524670834
2018-05-16,-0.7441688957215886,0.179093242883618,-0.18133933088763154,0.6671613748291056,0.6916890126345284,-0.16549625232874984
2018-05-17,-0.8692469392060512,-0.7455774288849902,0.47497672038645755,0.21355060201876297,-0.3650689030952968,-0.49222883791232086
2018-05-18,0.4370685365386798,-0.41221687858022454,0.830048212466557,0.03279143758073516,0.5220501893168014,-0.4311714785895156
2018-05-21,0.10829449451288552,0.9157507304962272,-0.7503289945679907,0.292877723049825,1.140422658483508,0.30801606486666505
2018-05-22,0.15631587723114201,0.12209500002512405,0.035669492865197,-1.3256787379026198,0.02776522520317098,-0.7811346946775504
2018-05-23,0.4071021929487033,-0.3216469048492507,0.5860414144901371,0.7460192991504098,0.3768133537400337,0.04980718188466714
2018-05-24,-0.3448928682826513,0.8207178727513714,-0.680167730862306,-0.5279912322298437,-0.9817378290562833,-0.32356646829201513
2018-05-25,-0.10296501880766734,-0.04675913948282636,0.3119167864694974,-0.2334831586568595,0.6846408612387883,-0.6460154340210051
2018-05-28,0.7212177254879456,0.17518500481722646,-0.4772459705102092,-0.6461926809001279,-0.7967041772958939,0.7177548912193589
2018-05-29,0.20196099802060943,0.03442019636464953,0.15458796317411175,0.22400522399320777,0.21637759383749094,-0.3261400179839431
2018-05-30,0.0897316168485248,0.4654640163249107,-0.3666262649390181,-0.1162191552715692,1.073903628455665,0.11317451161165788
2018-05-31,0.28492726475037494,-0.546946688448704,0.5932113453953598,0.24794029006076193,-0.621802562135568,0.7185828072351584
2018-06-01,-0.9701889476021933,0.19957115032822484,-0.45999235246593195,-0.7413789653351347,-0.2836648122197422,-0.8314165817457154
2018-06-04,0.1550944929074053,0.35426180086741543,0.23192180889433575,-0.7812281868748163,-0.9175141126290361,-1.2232530534902368
2018-06-05,-0.42124098494003825,-0.5928269276211002,0.046448287830704704,-0.2203859073826977,-1.3373122866448721,0.35929507794347565
2018-06-06,-0.2576845501287538,-0.22814285239148466,-0.44499459868194996,-0.7466331765444816,-0.9047322955925563,0.5465141105956349
2018-06-07,-0.3575430075714331,-0.06721693795021944,-0.43307640591574614,0.7296981376331358,-0.5470796317547684,1.3635388338576258
2018-06-08,0.0010520945706710232,-0.5137681526663173,-0.21880228811346827,-2.079287947163606,-1.7436236554592754,-0.09121367932398655
2018-06-11,0.855064734736907,0.9571520285954198,-0.8020493967196368,-0.7843481013162192,0.603817027965738,0.5024927578257404
2018-06-12,0.12177647945749093,-0.40350374073066275,0.1441641952278213,-0.05919998662320607,0.2818864729582347,0.6302481957805872
2018-06-13,-0.8637489414684224,-0.6665937027938819,0.9047930025057305,-1.2618539016660966,-1.0447200463029707,-2.088987251438669
2018-06-14,-0.06446524751321274,-0.09807655879355892,-0.04893482377747833,-0.0160235695456825,0.004065066400857487,0.21953308448757208
2018-06-15,0.15214236292356492,0.4648639972283351,0.192515562657754,0.7685563500095689,1.7313818328541382,-0.2548281043066854
2018-06-18,-0.3147710512466628,0.5844342840224624,-0.8409584069106183,-0.8175897771441182,-0.2965221246087438,0.0266883370260678
2018-06-19,0.29192848416951345,0.5347702437260929,-0.6588203451597098,-1.4385596346767016,-0.9674034868969557,-0.8026171781930278
2018-06-20,0.08297413593122077,0.5311091411347578,-0.3955830028740991,0.7770760546134459,0.593954184117724,0.01447905203843662
2018-06-21,-0.3269780316730087,-0.20754595612159366,-0.4637353607014078,-0.8223844246248859,-0.5088413029954901,0.02426431907666934
2018-06-22,0.06233647938217848,0.7204977116635671,-0.7655919519409243,0.022552062719416125,0.29104102359233774,0.9532444936051347
2018-06-25,0.4324294622861118,0.3275793545803689,-0.5948558267252775,-0.5371015915524995,0.4360199443858113,1.119759755944072
2018-06-26,0.37638148851135805,1.0508470840174733,-0.8786357613371025,0.06179640545661442,1.1459042492704,0.6536461897919619
2018-06-27,-0.23711406664943083,0.30321341856652023,-0.02456615711939582,-0.5159817890493051,0.02356954976016839,-0.9192445099590564
2018-06-28,-0.060793419681103536,-0.1778904141448119,0.2184787310783251,1.1045723909386964,1.045903946413838,1.0984007909706557
2018-06-29,0.2568157529749045,0.22643326565605434,-0.7766336739945915,-0.4157082409827164,-0.4127236187655169,1.084650300641716
2018-07-02,0.32014531616131775,0.3940258232726372,-0.12383552144020486,-0.39387409298858705,0.3524178043327671,-0.01215988984423989
2018-07-03,0.23428889358234326,0.5243670969866671,-0.8722358260074463,-2.629847511503619,-1.6170388962114386,-0.8697851894159057
2018-07-04,0.4644428464399783,-0.38105071177031913,0.021264076755577413,0.3156976179052641,0.02519332216877402,0.720991742223094
2018-07-05,0.1278261728486223,-0.20291195910289234,0.08418194720207309,0.9189736856849088,1.3586809193166043,1.010056980283052
2018-07-06,0.27921709921781107,-0.17774679487588477,0.25112803806611617,-0.5796549437467408,-0.7490747924628487,-0.6062982824601734
2018-07-09,0.2755482920539443,0.7556651681290841,-0.26844133607730697,1.0378235997455432,1.3332400227866474,0.09447821906344701
2018-07-10,-0.9694025056811244,0.4877120083081728,-0.914198924998741,-0.6116515028596715,-0.6671583692972508,-0.4202213725555475
2018-07-11,-0.01738597680554938,-0.32876036451917307,0.4359526345091161,-0.21805300699658006,0.7520673545864698,-0.37592297565090393
2018-07-12,-0.03886566167697855,0.26514383622682713,0.005740667835405084,0.15446458655010284,0.36372633496330303,-0.7404542776055751
2018-07-13,-0.47930782079092377,-0.671652301715249,1.0942674508919985,-0.2133820967372864,-0.8164055392846095,-1.4528831531286321
2018-07-16,-0.22774023315845252,0.05250700940504541,0.024443586336630907,0.8313225270777581,0.8418129973481773,0.3408059080138029
2018-07-17,0.4646363629193503,-0.08211583621934442,0.3220660351080059,0.14878436261219385,0.11307335198850099,0.2337736325662036
2018-07-18,0.6274361980592655,0.12590906360048756,0.15489648543570014,0.728253689956673,0.9354166346430978,0.2910358740546523
2018-07-19,-0.25239968963158255,-0.5593007427650747,1.2220883507268525,-0.3863436617417463,-0.6054990784514078,-2.2846936046039095
2018-07-20,-0.6395851318779339,-0.7961464745879027,0.5964713789972365,0.4934901649539971,-1.0289274005742821,-0.0008855695508615327
2018-07-23,-0.2597351890372124,0.4108892764727882,-0.4408895392210863,-0.28861181030850747,0.14670531479511667,-0.01601241378365964
2018-07-24,0.024697441116921907,1.1434157785627632,-1.0791579935943998,-0.04347370427770541,1.2070694940414093,0.5420068362314743
2018-07-25,0.16094949670119707,0.28172471105994085,-0.546147348167871,-0.8793809599651295,-0.9867376107114788,-0.2368512598845545
2018-07-26,-0.5655592455953623,0.1181935046700471,-0.8504329259989853,-1.1040908004716306,-1.0228384334703435,-0.004548752072136587
2018-07-27,0.13461507957403532,-0.14870226304564688,0.7168907934759773,0.5628098591669713,0.40179089556879555,-0.6431352869714083
2018-07-30,0.2087281623949615,-0.29318813313518305,0.38120722352206504,0.5589202267930268,0.38607826630874387,0.307931920732458
2018-07-31,-0.38867742853677395,0.31805112390058055,-0.4697405029279198,-0.014753493703713861,-0.1087412605777401,0.30546621881000413
2018-08-01,0.19007441361670258,0.22799862160850964,0.4071225422658412,-1.0030258085847954,-0.08813281928922102,-1.8495034499005183
2018-08-02,0.03557388423870977,-0.8767499074264687,0.6421080109366025,-1.1954148436003833,-2.4762381394901647,-0.6883658380646702
2018-08-03,-0.39059415314286833,0.1854346725031086,-0.13468816573204234,-0.6744502237405336,-0.262740193040588,-0.5439243440010274
2018-08-06,-0.15819133530583349,-0.5648394323446525,0.34462358390185416,2.4216445579946524,0.8362557363561846,1.3594513111976614
2018-08-07,0.6813846574575544,0.24822282040489588,-0.3171971145930644,-0.7713626149276295,-0.3231578097369086,0.583767101454773
2018-08-08,-0.15780914516182065,0.2679449587955308,-0.08400991328488766,-1.0575960935924913,-0.1612516843244022,-0.9048189344926992
2018-08-09,-0.0014000552495723616,0.11449668265609424,-0.3670384305755341,-1.0717884086308036,-0.6686846921261793,-0.3512312451685974
2018-08-10,0.27102297718826407,0.34257422639448,-0.16808493960183118,-1.1365690403767337,-0.38513988225403517,-0.5891725880178212
2018-08-13,-0.7716138270126675,-0.652631338371762,0.7603319285456523,1.3334678673808638,-0.31129589032484806,-0.8089293614434361
2018-08-14,-0.004757543898336691,-0.3420822102407898,0.18255204379492235,0.46081510431635975,0.20430837382060252,0.011226317447580368
2018-08-15,0.49279438192748165,0.8784246840614142,-0.9488614153451848,-0.6347946400036591,1.0067571344460091,0.794171004532396
2018-08-16,0.3734735859735336,-0.08979491752203984,-0.7010872771017616,-1.04970703048469,-0.1401392512822602,1.3322952542502435
2018-08-17,0.5009239512679919,0.6175059425205925,-0.5175063592069444,-1.9226904791931894,-0.45842004689808824,-0.7309633559562795
2018-08-20,-0.1112315858373976,-0.007074053201640404,0.3541890229393365,0.20771928817621793,0.5810644314579164,-0.9572192871890668
2018-08-21,0.1987355074988723,0.4889015898291808,-0.33713893443199394,-0.3369655582074575,-0.22694420460333684,-0.8167319451433609
2018-08-22,0.2725191920428751,-0.6081068033403261,0.5262097726361733,0.420123910383899,-0.11816447159414632,0.041660550807342295
2018-08-23,0.07361365710759227,-1.1491432709453813,1.5452884151803903,0.26558118189779667,-0.07959186980206291,-1.2235057300206231
2018-08-24,-0.2911085229857958,0.4752619804457472,-0.8238555160945403,-0.8924110384563486,-0.8445147564832287,-0.09178593845154098
2018-08-27,1.3247532278621597,0.5924462309047026,-0.43798386527353195,0.5000912917658845,0.7534553355146321,1.3838106121833198
2018-08-28,0.2559778600042572,-0.4643002735376309,1.2083737027500876,0.028213773579356838,-0.43272165166789284,-1.3855948124854245
2018-08-29,1.071711494781771,0.495374075002784,-0.37096457748316275,0.5171026306157653,0.48518146749791097,0.5912528835718431
2018-08-30,0.14318874350149288,0.10236856185167179,-0.06801260932255344,1.0361391195654168,0.6192343662235542,0.7136593827761443
2018-08-31,0.38619593139119357,1.011990376960118,-1.1381999164829388,-1.7365620425545538,-0.14902547305607605,0.14364041770800773
2018-09-03,-0.08285468497276384,0.3698316441441692,-0.04720722566353811,0.5444496412954937,1.1435894013066303,0.4524379310271463
2018-09-04,-1.082666459378907,1.0281222914619872,-1.4634652700735227,-2.160160616632905,-1.1133300157584705,-1.0230654473289311
2018-09-05,0.40276442688779973,0.3098290086352303,-0.24687050169505476,0.11299739992563212,0.08103113985127382,0.3083861397811286
2018-09-06,0.5083132838837426,0.5091964589326368,-0.35694650412986795,-0.07590348242539591,0.6133385236992426,0.7301435508305246
2018-09-07,-0.13586626761178577,-0.19888316347319213,0.22297839920514734,-0.22258224598029153,-0.19341216661297678,-0.5032768130215965
2018-09-10,-0.07398422179466979,0.5514529855588971,-0.543672568091104,-1.182645532025458,0.4801209990081366,-0.5382589839621347
2018-09-11,-0.4154280750976318,-0.4247182126247159,-0.16165181244403773,0.7416968941476281,0.2006923194598432,0.5849824963394687
2018-09-12,-0.01136440837473434,0.9744336229983311,-1.2316399619857819,0.36754228112529663,0.8430444959222916,0.905727406555534
2018-09-13,-0.04577842624208533,-0.4489905877037617,1.13463589318442,1.3513480140958285,-0.04999260598658377,-0.3873432130868022
2018-09-14,-0.4776868714663207,-0.1173340765122174,-0.1947985893646542,-1.201860128691424,-0.6056053184872607,-0.8495551673398232
2018-09-17,0.3327930636624116,0.8301626848909217,-0.6941030601333809,0.0969291767317434,-0.18290208524548554,0.027155568907505066
2018-09-18,-0.427623352967682,0.04072861524874875,-0.2215876488559951,0.10494797711843265,0.3555033061830762,-0.08138490500712191
2018-09-19,0.19181399348279965,0.2404804355523982,-0.1964317956358593,1.0941752261949884,1.643072513798126,1.0212387191218422
2018-09-20,-0.1201407087475279,-0.7314271968820318,0.27767606711645393,-0.18166511035147337,-0.08479923213150156,0.25682670476322117
2018-09-21,-0.07703924262383292,0.881087115178489,-1.4361698421958642,-2.1475277580369183,-0.5052425859336198,0.0478936417463436
2018-09-24,0.7776625402001354,-0.14955181097056178,0.25548416258331147,-0.17839013923060515,0.08058163096658152,0.14439116587494083
2018-09-25,-0.39937254377737164,-0.03579122860367701,0.18028116494886381,0.5657927707392875,0.5929769978452631,-0.02800088238717548
2018-09-26,-0.2689676631107853,-0.2609231536617215,0.6329421772397481,-0.8851071127468602,-0.4361183772663532,-1.528849768491427
2018-09-27,0.1435892757136526,-0.6071884128943534,0.34261937239735374,1.0363027793957558,0.873451939405419,1.0490294486192349
2018-09-28,-0.07034124010640823,-0.3300661946069681,0.520079550141482,0.20370500958593135,0.21886295562473074,-0.7036975467584943
2018-10-01,-0.7085580995798809,0.19866278160521625,-0.49561303309518595,-0.24663902115926967,0.034091571918761554,-0.4939377008954503
2018-10-02,-0.18569282231724973,0.4641092816260596,-1.0529275794226698,0.6505086168373906,0.3738094832681873,1.3194450043444708
2018-10-03,0.011567930373791032,-0.6774333296327028,0.6808735339779005,-0.3806810481950408,-0.8121369454536214,-0.523487613444702
2018-10-04,-0.5737518286203113,0.009234586382025659,0.40729926461217103,0.0506610867165627,-0.46742671639352074,-1.4251004756499346
2018-10-05,0.47438323090728673,0.20532794818498062,0.14880733426717993,1.4948045535150638,0.9757953598458527,0.6025018506537215
2018-10-08,-0.058156311131292986,-0.33724227274806623,0.9027100645624978,1.4182598851168542,0.30419782202455536,-0.3718358697412915
2018-10-09,0.3056589209420284,0.8226810463062788,-1.2381910960360518,-1.2112908658788457,0.3284915375481811,1.0604961440604734
2018-10-10,-0.9342224469009449,0.006306518124379957,-0.8726730346047906,-1.0276260877579853,-1.0389624633624,-0.03293407257792667
2018-10-11,-0.4221574551970284,-0.4031468046597934,-0.02287665275776865,-0.04972986472823193,-0.4784167158307258,0.03767101693714084
2018-10-12,-0.31547517706759,-0.3012950931742421,0.4413982376081368,0.06369046543325768,-0.5794547058856551,-0.006514032057638303
2018-10-15,0.0490018667711603,-0.473630964741267,0.8396640983454998,1.1518004743851697,-0.06317775231847722,-0.12178982383529889
2018-10-16,0.06398288491286926,-0.09300981969588558,0.047501193665314134,-1.0562739918199995,-1.187296768984083,-0.5206870210209635
2018-10-17,-0.7987152940983633,0.027281711339558135,-0.2146867382761752,-1.0021412032188346,-0.6002679752999626,-1.4324909719117782
2018-10-18,0.7607563711213244,1.0936619638657235,-0.3562410443578966,0.7326341604444837,1.5712991693246943,0.3123845322759867
2018-10-19,-0.2457556469723952,-0.3976356418761691,0.3255123718127444,-1.3285171659044586,-1.377527726403013,-1.1652381897162736
2018-10-22,0.8008588570362997,0.18889008327955747,0.3904062922721971,0.27862523544183987,0.9946218325559814,-0.38524145132505927
2018-10-23,-0.6284661009178882,-0.6019061533169733,0.43330669216974604,-0.12079263168556142,-0.12797532628171548,-0.1769432534703944
2018-10-24,0.9726005477257232,-0.49614436459180744,0.8820391919997681,0.29743975903265796,0.46763888093524464,0.22739489788291148
2018-10-25,0.448675367594828,0.2726821721662507,0.22186743201524606,-1.335639422636545,-1.1422879925846252,-1.0571954998343691
2018-10-26,-0.049514185776824586,0.4397491237054835,-0.4963423175022956,0.5185148892722804,-1.0764842668132106,0.4336054949415369
2018-10-29,-0.8862185406332861,-0.5553682325982887,-0.12481641483701408,-1.0347496557430407,-1.1555325324497583,-0.33077713876547177
2018-10-30,-0.3440778070394963,-0.5224623154003499,0.35977557744431454,-0.09002476091683959,-0.11375724928047301,-0.5772783437938076
2018-10-31,0.5885990696423583,-0.10912519110963344,-0.3658117529447491,-0.4182062471741848,-0.2598753702077053,0.8273421215147205
2018-11-01,0.44142055217620196,1.0504907413289695,-0.917677002728825,1.1926942701776726,1.014674065287618,0.8770506796950033
